State,Site ID,Plot ID,year,drainage treatment ,crop ,yield (kg/ha)
MO,MUDS1,103,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,104,2006,controlled drainage with subirrigation,corn,10019
MO,MUDS1,107,2006,no drainage, ,NA
MO,MUDS1,108,2006,no drainage,corn,5979
MO,MUDS1,111,2006,no drainage, ,NA
MO,MUDS1,112,2006,no drainage,corn,14830
MO,MUDS1,113,2006,free drainage, ,NA
MO,MUDS1,114,2006,free drainage,corn,8584
MO,MUDS1,115,2006,free drainage, ,NA
MO,MUDS1,116,2006,free drainage,corn,8753
MO,MUDS1,203,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,204,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,205,2006,free drainage, ,NA
MO,MUDS1,206,2006,free drainage,corn,8636
MO,MUDS1,207,2006,free drainage,corn,8068
MO,MUDS1,208,2006,free drainage, ,NA
MO,MUDS1,209,2006,no drainage, ,NA
MO,MUDS1,210,2006,no drainage,corn,13333
MO,MUDS1,211,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,212,2006,controlled drainage with subirrigation,corn,9955
MO,MUDS1,215,2006,no drainage,corn,7837
MO,MUDS1,216,2006,no drainage, ,NA
MO,MUDS1,301,2006,no drainage, ,NA
MO,MUDS1,302,2006,no drainage,corn,8513
MO,MUDS1,303,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,304,2006,controlled drainage with subirrigation,corn,10940
MO,MUDS1,307,2006,controlled drainage with subirrigation,corn,12817
MO,MUDS1,308,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,309,2006,no drainage, ,NA
MO,MUDS1,310,2006,no drainage,corn,14790
MO,MUDS1,311,2006,free drainage, ,NA
MO,MUDS1,312,2006,free drainage,corn,8770
MO,MUDS1,315,2006,free drainage,corn,9363
MO,MUDS1,316,2006,free drainage, ,NA
MO,MUDS1,403,2006,free drainage,corn,8352
MO,MUDS1,404,2006,free drainage, ,NA
MO,MUDS1,405,2006,no drainage,corn,8451
MO,MUDS1,406,2006,no drainage, ,NA
MO,MUDS1,407,2006,free drainage, ,NA
MO,MUDS1,408,2006,free drainage,corn,9522
MO,MUDS1,409,2006,controlled drainage with subirrigation,corn,11069
MO,MUDS1,410,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,411,2006,controlled drainage with subirrigation,corn,10126
MO,MUDS1,412,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,415,2006,no drainage,corn,13975
MO,MUDS1,416,2006,no drainage, ,NA
MO,MUDS1,101,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,102,2006,controlled drainage with subirrigation,corn,12878
MO,MUDS1,103,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,104,2006,controlled drainage with subirrigation,corn,10585
MO,MUDS1,107,2006,no drainage, ,NA
MO,MUDS1,108,2006,no drainage,corn,7196
MO,MUDS1,111,2006,no drainage, ,NA
MO,MUDS1,112,2006,no drainage,corn,15577
MO,MUDS1,113,2006,free drainage, ,NA
MO,MUDS1,114,2006,free drainage,corn,8809
MO,MUDS1,115,2006,free drainage, ,NA
MO,MUDS1,116,2006,free drainage,corn,8677
MO,MUDS1,203,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,204,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,205,2006,free drainage, ,NA
MO,MUDS1,206,2006,free drainage,corn,8526
MO,MUDS1,207,2006,free drainage,corn,8242
MO,MUDS1,208,2006,free drainage, ,NA
MO,MUDS1,209,2006,no drainage, ,NA
MO,MUDS1,210,2006,no drainage,corn,14804
MO,MUDS1,211,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,212,2006,controlled drainage with subirrigation,corn,10899
MO,MUDS1,215,2006,no drainage,corn,7868
MO,MUDS1,216,2006,no drainage, ,NA
MO,MUDS1,301,2006,no drainage, ,NA
MO,MUDS1,302,2006,no drainage,corn,8323
MO,MUDS1,303,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,304,2006,controlled drainage with subirrigation,corn,12648
MO,MUDS1,307,2006,controlled drainage with subirrigation,corn,13953
MO,MUDS1,308,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,309,2006,no drainage, ,NA
MO,MUDS1,310,2006,no drainage,corn,15100
MO,MUDS1,311,2006,free drainage, ,NA
MO,MUDS1,312,2006,free drainage,corn,9022
MO,MUDS1,315,2006,free drainage,corn,8915
MO,MUDS1,316,2006,free drainage, ,NA
MO,MUDS1,403,2006,free drainage,corn,7915
MO,MUDS1,404,2006,free drainage, ,NA
MO,MUDS1,405,2006,no drainage,corn,9093
MO,MUDS1,406,2006,no drainage, ,NA
MO,MUDS1,407,2006,free drainage, ,NA
MO,MUDS1,408,2006,free drainage,corn,9329
MO,MUDS1,409,2006,controlled drainage with subirrigation,corn,12119
MO,MUDS1,410,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,411,2006,controlled drainage with subirrigation,corn,10865
MO,MUDS1,412,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,415,2006,no drainage,corn,14119
MO,MUDS1,416,2006,no drainage, ,NA
MO,MUDS1,101,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,102,2006,controlled drainage with subirrigation,corn,12854
MO,MUDS1,103,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,104,2006,controlled drainage with subirrigation,corn,10517
MO,MUDS1,107,2006,no drainage, ,NA
MO,MUDS1,108,2006,no drainage,corn,7383
MO,MUDS1,111,2006,no drainage, ,NA
MO,MUDS1,112,2006,no drainage,corn,15953
MO,MUDS1,113,2006,free drainage, ,NA
MO,MUDS1,114,2006,free drainage,corn,8368
MO,MUDS1,115,2006,free drainage, ,NA
MO,MUDS1,116,2006,free drainage,corn,8506
MO,MUDS1,203,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,204,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,205,2006,free drainage, ,NA
MO,MUDS1,206,2006,free drainage,corn,7936
MO,MUDS1,207,2006,free drainage,corn,8818
MO,MUDS1,208,2006,free drainage, ,NA
MO,MUDS1,209,2006,no drainage, ,NA
MO,MUDS1,210,2006,no drainage,corn,15119
MO,MUDS1,211,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,212,2006,controlled drainage with subirrigation,corn,10540
MO,MUDS1,215,2006,no drainage,corn,8883
MO,MUDS1,216,2006,no drainage, ,NA
MO,MUDS1,301,2006,no drainage, ,NA
MO,MUDS1,302,2006,no drainage,corn,7500
MO,MUDS1,303,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,304,2006,controlled drainage with subirrigation,corn,12983
MO,MUDS1,307,2006,controlled drainage with subirrigation,corn,13267
MO,MUDS1,308,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,309,2006,no drainage, ,NA
MO,MUDS1,310,2006,no drainage,corn,15299
MO,MUDS1,311,2006,free drainage, ,NA
MO,MUDS1,312,2006,free drainage,corn,8736
MO,MUDS1,315,2006,free drainage,corn,9340
MO,MUDS1,316,2006,free drainage, ,NA
MO,MUDS1,403,2006,free drainage,corn,9454
MO,MUDS1,404,2006,free drainage, ,NA
MO,MUDS1,405,2006,no drainage,corn,9009
MO,MUDS1,406,2006,no drainage, ,NA
MO,MUDS1,407,2006,free drainage, ,NA
MO,MUDS1,408,2006,free drainage,corn,9821
MO,MUDS1,409,2006,controlled drainage with subirrigation,corn,12390
MO,MUDS1,410,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,411,2006,controlled drainage with subirrigation,corn,11437
MO,MUDS1,412,2006,controlled drainage with subirrigation, ,NA
MO,MUDS1,415,2006,no drainage,corn,14032
MO,MUDS1,416,2006,no drainage, ,NA
MO,MUDS1,101,2007,controlled drainage with subirrigation,corn,5179
MO,MUDS1,102,2007,controlled drainage with subirrigation,soy,4371
MO,MUDS1,103,2007,controlled drainage with subirrigation,corn,5446
MO,MUDS1,104,2007,controlled drainage with subirrigation,soy,4230
MO,MUDS1,107,2007,no drainage,corn,7726
MO,MUDS1,108,2007,no drainage,soy,2703
MO,MUDS1,111,2007,no drainage,corn,6339
MO,MUDS1,112,2007,no drainage,soy,2478
MO,MUDS1,113,2007,free drainage,corn,5961
MO,MUDS1,114,2007,free drainage,soy,3146
MO,MUDS1,115,2007,free drainage,corn,5166
MO,MUDS1,116,2007,free drainage,soy,2894
MO,MUDS1,203,2007,controlled drainage with subirrigation,soy,4920
MO,MUDS1,204,2007,controlled drainage with subirrigation, ,NA
MO,MUDS1,205,2007,free drainage,corn,6732
MO,MUDS1,206,2007,free drainage,soy,3235
MO,MUDS1,207,2007,free drainage,soy,3158
MO,MUDS1,208,2007,free drainage,corn,6038
MO,MUDS1,209,2007,no drainage,corn,5943
MO,MUDS1,210,2007,no drainage,soy,2835
MO,MUDS1,211,2007,controlled drainage with subirrigation,corn,7706
MO,MUDS1,212,2007,controlled drainage with subirrigation,soy,4165
MO,MUDS1,215,2007,no drainage,soy,2777
MO,MUDS1,216,2007,no drainage,corn,2891
MO,MUDS1,301,2007,no drainage,corn,8257
MO,MUDS1,302,2007,no drainage,soy,2653
MO,MUDS1,303,2007,controlled drainage with subirrigation,corn,7429
MO,MUDS1,304,2007,controlled drainage with subirrigation,soy,4185
MO,MUDS1,307,2007,controlled drainage with subirrigation,soy,4223
MO,MUDS1,308,2007,controlled drainage with subirrigation,corn,5478
MO,MUDS1,309,2007,no drainage,corn,4676
MO,MUDS1,310,2007,no drainage,soy,2586
MO,MUDS1,311,2007,free drainage,corn,7583
MO,MUDS1,312,2007,free drainage,soy,3098
MO,MUDS1,315,2007,free drainage,soy,3755
MO,MUDS1,316,2007,free drainage,corn,6880
MO,MUDS1,403,2007,free drainage,soy,2880
MO,MUDS1,404,2007,free drainage,corn,7378
MO,MUDS1,405,2007,no drainage,soy,2872
MO,MUDS1,406,2007,no drainage,corn,3151
MO,MUDS1,407,2007,free drainage,corn,8163
MO,MUDS1,408,2007,free drainage,soy,4001
MO,MUDS1,409,2007,controlled drainage with subirrigation,soy,4138
MO,MUDS1,410,2007,controlled drainage with subirrigation,corn,8609
MO,MUDS1,411,2007,controlled drainage with subirrigation,soy,3818
MO,MUDS1,412,2007,controlled drainage with subirrigation,corn,4764
MO,MUDS1,415,2007,no drainage,soy,2976
MO,MUDS1,416,2007,no drainage,corn,6297
MO,MUDS1,101,2007,controlled drainage with subirrigation,corn,10144
MO,MUDS1,102,2007,controlled drainage with subirrigation,soy,3457
MO,MUDS1,103,2007,controlled drainage with subirrigation,corn,9765
MO,MUDS1,104,2007,controlled drainage with subirrigation,soy,3219
MO,MUDS1,107,2007,no drainage,corn,8867
MO,MUDS1,108,2007,no drainage,soy,2552
MO,MUDS1,111,2007,no drainage,corn,12437
MO,MUDS1,112,2007,no drainage,soy,2327
MO,MUDS1,113,2007,free drainage,corn,9001
MO,MUDS1,114,2007,free drainage,soy,3001
MO,MUDS1,115,2007,free drainage,corn,7937
MO,MUDS1,116,2007,free drainage,soy,3324
MO,MUDS1,203,2007,controlled drainage with subirrigation,soy,3961
MO,MUDS1,204,2007,controlled drainage with subirrigation, ,NA
MO,MUDS1,205,2007,free drainage,corn,9284
MO,MUDS1,206,2007,free drainage,soy,3436
MO,MUDS1,207,2007,free drainage,soy,3432
MO,MUDS1,208,2007,free drainage,corn,9183
MO,MUDS1,209,2007,no drainage,corn,13634
MO,MUDS1,210,2007,no drainage,soy,2757
MO,MUDS1,211,2007,controlled drainage with subirrigation,corn,9568
MO,MUDS1,212,2007,controlled drainage with subirrigation,soy,3528
MO,MUDS1,215,2007,no drainage,soy,2371
MO,MUDS1,216,2007,no drainage,corn,6236
MO,MUDS1,301,2007,no drainage,corn,14897
MO,MUDS1,302,2007,no drainage,soy,2744
MO,MUDS1,303,2007,controlled drainage with subirrigation,corn,10592
MO,MUDS1,304,2007,controlled drainage with subirrigation,soy,3327
MO,MUDS1,307,2007,controlled drainage with subirrigation,soy,2974
MO,MUDS1,308,2007,controlled drainage with subirrigation,corn,11640
MO,MUDS1,309,2007,no drainage,corn,8792
MO,MUDS1,310,2007,no drainage,soy,2482
MO,MUDS1,311,2007,free drainage,corn,8370
MO,MUDS1,312,2007,free drainage,soy,3060
MO,MUDS1,315,2007,free drainage,soy,3128
MO,MUDS1,316,2007,free drainage,corn,10192
MO,MUDS1,403,2007,free drainage,soy,2744
MO,MUDS1,404,2007,free drainage,corn,9614
MO,MUDS1,405,2007,no drainage,soy,2804
MO,MUDS1,406,2007,no drainage,corn,4664
MO,MUDS1,407,2007,free drainage,corn,10586
MO,MUDS1,408,2007,free drainage,soy,3457
MO,MUDS1,409,2007,controlled drainage with subirrigation,soy,3253
MO,MUDS1,410,2007,controlled drainage with subirrigation,corn,10574
MO,MUDS1,411,2007,controlled drainage with subirrigation,soy,3399
MO,MUDS1,412,2007,controlled drainage with subirrigation,corn,10031
MO,MUDS1,415,2007,no drainage,soy,3060
MO,MUDS1,416,2007,no drainage,corn,13265
MO,MUDS1,101,2007,controlled drainage with subirrigation,corn,8979
MO,MUDS1,102,2007,controlled drainage with subirrigation,soy,3100
MO,MUDS1,103,2007,controlled drainage with subirrigation,corn,8681
MO,MUDS1,104,2007,controlled drainage with subirrigation,soy,3130
MO,MUDS1,107,2007,no drainage,corn,8571
MO,MUDS1,108,2007,no drainage,soy,2740
MO,MUDS1,111,2007,no drainage,corn,11994
MO,MUDS1,112,2007,no drainage,soy,2320
MO,MUDS1,113,2007,free drainage,corn,9803
MO,MUDS1,114,2007,free drainage,soy,3084
MO,MUDS1,115,2007,free drainage,corn,8480
MO,MUDS1,116,2007,free drainage,soy,3143
MO,MUDS1,203,2007,controlled drainage with subirrigation,soy,3587
MO,MUDS1,204,2007,controlled drainage with subirrigation, ,NA
MO,MUDS1,205,2007,free drainage,corn,7859
MO,MUDS1,206,2007,free drainage,soy,3215
MO,MUDS1,207,2007,free drainage,soy,3153
MO,MUDS1,208,2007,free drainage,corn,8091
MO,MUDS1,209,2007,no drainage,corn,12224
MO,MUDS1,210,2007,no drainage,soy,2851
MO,MUDS1,211,2007,controlled drainage with subirrigation,corn,9079
MO,MUDS1,212,2007,controlled drainage with subirrigation,soy,3307
MO,MUDS1,215,2007,no drainage,soy,2606
MO,MUDS1,216,2007,no drainage,corn,5049
MO,MUDS1,301,2007,no drainage,corn,10808
MO,MUDS1,302,2007,no drainage,soy,2663
MO,MUDS1,303,2007,controlled drainage with subirrigation,corn,10049
MO,MUDS1,304,2007,controlled drainage with subirrigation,soy,3401
MO,MUDS1,307,2007,controlled drainage with subirrigation,soy,3319
MO,MUDS1,308,2007,controlled drainage with subirrigation,corn,9233
MO,MUDS1,309,2007,no drainage,corn,7867
MO,MUDS1,310,2007,no drainage,soy,2589
MO,MUDS1,311,2007,free drainage,corn,9287
MO,MUDS1,312,2007,free drainage,soy,3176
MO,MUDS1,315,2007,free drainage,soy,3157
MO,MUDS1,316,2007,free drainage,corn,9085
MO,MUDS1,403,2007,free drainage,soy,3126
MO,MUDS1,404,2007,free drainage,corn,8907
MO,MUDS1,405,2007,no drainage,soy,3070
MO,MUDS1,406,2007,no drainage,corn,3045
MO,MUDS1,407,2007,free drainage,corn,8518
MO,MUDS1,408,2007,free drainage,soy,3336
MO,MUDS1,409,2007,controlled drainage with subirrigation,soy,3775
MO,MUDS1,410,2007,controlled drainage with subirrigation,corn,9855
MO,MUDS1,411,2007,controlled drainage with subirrigation,soy,3186
MO,MUDS1,412,2007,controlled drainage with subirrigation,corn,9150
MO,MUDS1,415,2007,no drainage,soy,3097
MO,MUDS1,416,2007,no drainage,corn,9136
MO,MUDS1,101,2007,controlled drainage with subirrigation,corn,10197
MO,MUDS1,102,2007,controlled drainage with subirrigation,soy,4360
MO,MUDS1,103,2007,controlled drainage with subirrigation,corn,11117
MO,MUDS1,104,2007,controlled drainage with subirrigation,soy,3788
MO,MUDS1,107,2007,no drainage,corn,8327
MO,MUDS1,108,2007,no drainage,soy,2771
MO,MUDS1,111,2007,no drainage,corn,13296
MO,MUDS1,112,2007,no drainage,soy,2266
MO,MUDS1,113,2007,free drainage,corn,8244
MO,MUDS1,114,2007,free drainage,soy,2785
MO,MUDS1,115,2007,free drainage,corn,9007
MO,MUDS1,116,2007,free drainage,soy,3114
MO,MUDS1,203,2007,controlled drainage with subirrigation,soy,4620
MO,MUDS1,204,2007,controlled drainage with subirrigation, ,NA
MO,MUDS1,205,2007,free drainage,corn,8339
MO,MUDS1,206,2007,free drainage,soy,3165
MO,MUDS1,207,2007,free drainage,soy,3192
MO,MUDS1,208,2007,free drainage,corn,6746
MO,MUDS1,209,2007,no drainage,corn,13113
MO,MUDS1,210,2007,no drainage,soy,2872
MO,MUDS1,211,2007,controlled drainage with subirrigation,corn,8878
MO,MUDS1,212,2007,controlled drainage with subirrigation,soy,3719
MO,MUDS1,215,2007,no drainage,soy,2616
MO,MUDS1,216,2007,no drainage,corn,4273
MO,MUDS1,301,2007,no drainage,corn,13965
MO,MUDS1,302,2007,no drainage,soy,2330
MO,MUDS1,303,2007,controlled drainage with subirrigation,corn,12221
MO,MUDS1,304,2007,controlled drainage with subirrigation,soy,4373
MO,MUDS1,307,2007,controlled drainage with subirrigation,soy,4118
MO,MUDS1,308,2007,controlled drainage with subirrigation,corn,11056
MO,MUDS1,309,2007,no drainage,corn,8358
MO,MUDS1,310,2007,no drainage,soy,2498
MO,MUDS1,311,2007,free drainage,corn,8829
MO,MUDS1,312,2007,free drainage,soy,3230
MO,MUDS1,315,2007,free drainage,soy,3609
MO,MUDS1,316,2007,free drainage,corn,10868
MO,MUDS1,403,2007,free drainage,soy,2726
MO,MUDS1,404,2007,free drainage,corn,9443
MO,MUDS1,405,2007,no drainage,soy,3087
MO,MUDS1,406,2007,no drainage,corn,5165
MO,MUDS1,407,2007,free drainage,corn,9770
MO,MUDS1,408,2007,free drainage,soy,3674
MO,MUDS1,409,2007,controlled drainage with subirrigation,soy,4237
MO,MUDS1,410,2007,controlled drainage with subirrigation,corn,9952
MO,MUDS1,411,2007,controlled drainage with subirrigation,soy,3349
MO,MUDS1,412,2007,controlled drainage with subirrigation,corn,9160
MO,MUDS1,415,2007,no drainage,soy,3114
MO,MUDS1,416,2007,no drainage,corn,10108
MO,MUDS1,101,2007,controlled drainage with subirrigation,corn,10520
MO,MUDS1,102,2007,controlled drainage with subirrigation,soy,4111
MO,MUDS1,103,2007,controlled drainage with subirrigation,corn,9127
MO,MUDS1,104,2007,controlled drainage with subirrigation,soy,3738
MO,MUDS1,107,2007,no drainage,corn,8435
MO,MUDS1,108,2007,no drainage,soy,2663
MO,MUDS1,111,2007,no drainage,corn,13952
MO,MUDS1,112,2007,no drainage,soy,2310
MO,MUDS1,113,2007,free drainage,corn,7963
MO,MUDS1,114,2007,free drainage,soy,3102
MO,MUDS1,115,2007,free drainage,corn,5922
MO,MUDS1,116,2007,free drainage,soy,3219
MO,MUDS1,203,2007,controlled drainage with subirrigation,soy,4483
MO,MUDS1,204,2007,controlled drainage with subirrigation, ,NA
MO,MUDS1,205,2007,free drainage,corn,8421
MO,MUDS1,206,2007,free drainage,soy,3358
MO,MUDS1,207,2007,free drainage,soy,3198
MO,MUDS1,208,2007,free drainage,corn,9993
MO,MUDS1,209,2007,no drainage,corn,14178
MO,MUDS1,210,2007,no drainage,soy,2640
MO,MUDS1,211,2007,controlled drainage with subirrigation,corn,9683
MO,MUDS1,212,2007,controlled drainage with subirrigation,soy,3872
MO,MUDS1,215,2007,no drainage,soy,2804
MO,MUDS1,216,2007,no drainage,corn,4982
MO,MUDS1,301,2007,no drainage,corn,13642
MO,MUDS1,302,2007,no drainage,soy,2337
MO,MUDS1,303,2007,controlled drainage with subirrigation,corn,11292
MO,MUDS1,304,2007,controlled drainage with subirrigation,soy,4031
MO,MUDS1,307,2007,controlled drainage with subirrigation,soy,3895
MO,MUDS1,308,2007,controlled drainage with subirrigation,corn,13412
MO,MUDS1,309,2007,no drainage,corn,9982
MO,MUDS1,310,2007,no drainage,soy,2814
MO,MUDS1,311,2007,free drainage,corn,8935
MO,MUDS1,312,2007,free drainage,soy,3340
MO,MUDS1,315,2007,free drainage,soy,3471
MO,MUDS1,316,2007,free drainage,corn,11102
MO,MUDS1,403,2007,free drainage,soy,3060
MO,MUDS1,404,2007,free drainage,corn,9215
MO,MUDS1,405,2007,no drainage,soy,3073
MO,MUDS1,406,2007,no drainage,corn,4359
MO,MUDS1,407,2007,free drainage,corn,10844
MO,MUDS1,408,2007,free drainage,soy,4048
MO,MUDS1,409,2007,controlled drainage with subirrigation,soy,3997
MO,MUDS1,410,2007,controlled drainage with subirrigation,corn,10922
MO,MUDS1,411,2007,controlled drainage with subirrigation,soy,3570
MO,MUDS1,412,2007,controlled drainage with subirrigation,corn,9685
MO,MUDS1,415,2007,no drainage,soy,3083
MO,MUDS1,416,2007,no drainage,corn,13515
MO,MUDS1,101,2008,controlled drainage with subirrigation,soy,3067
MO,MUDS1,102,2008,controlled drainage with subirrigation,corn,11447
MO,MUDS1,103,2008,controlled drainage with subirrigation,soy,3106
MO,MUDS1,104,2008,controlled drainage with subirrigation,corn,10996
MO,MUDS1,107,2008,no drainage,soy,3561
MO,MUDS1,108,2008,no drainage,corn,9902
MO,MUDS1,111,2008,no drainage,soy,1917
MO,MUDS1,112,2008,no drainage,corn,9607
MO,MUDS1,113,2008,free drainage,soy,3240
MO,MUDS1,114,2008,free drainage,corn,11154
MO,MUDS1,115,2008,free drainage,soy,2773
MO,MUDS1,116,2008,free drainage,corn,10229
MO,MUDS1,203,2008,controlled drainage with subirrigation,corn,7154
MO,MUDS1,204,2008,controlled drainage with subirrigation,soy,3167
MO,MUDS1,205,2008,free drainage,soy,3383
MO,MUDS1,206,2008,free drainage,corn,11437
MO,MUDS1,207,2008,free drainage,corn,11985
MO,MUDS1,208,2008,free drainage,soy,3549
MO,MUDS1,209,2008,no drainage,soy,2788
MO,MUDS1,210,2008,no drainage,corn,11622
MO,MUDS1,211,2008,controlled drainage with subirrigation,soy,3275
MO,MUDS1,212,2008,controlled drainage with subirrigation,corn,12042
MO,MUDS1,215,2008,no drainage,corn,10771
MO,MUDS1,216,2008,no drainage,soy,3046
MO,MUDS1,301,2008,no drainage,soy,2616
MO,MUDS1,302,2008,no drainage,corn,11487
MO,MUDS1,303,2008,controlled drainage with subirrigation,corn,10738
MO,MUDS1,304,2008,controlled drainage with subirrigation,soy,2869
MO,MUDS1,307,2008,controlled drainage with subirrigation,corn,10972
MO,MUDS1,308,2008,controlled drainage with subirrigation,soy,2340
MO,MUDS1,309,2008,no drainage,soy,2586
MO,MUDS1,310,2008,no drainage,corn,10536
MO,MUDS1,311,2008,free drainage,soy,3192
MO,MUDS1,312,2008,free drainage,corn,11876
MO,MUDS1,315,2008,free drainage,corn,11184
MO,MUDS1,316,2008,free drainage,soy,2683
MO,MUDS1,403,2008,free drainage,corn,11880
MO,MUDS1,404,2008,free drainage,soy,3348
MO,MUDS1,405,2008,no drainage,corn,9707
MO,MUDS1,406,2008,no drainage,soy,3295
MO,MUDS1,407,2008,free drainage,soy,2898
MO,MUDS1,408,2008,free drainage,corn,10188
MO,MUDS1,409,2008,controlled drainage with subirrigation,corn,10882
MO,MUDS1,410,2008,controlled drainage with subirrigation,soy,2228
MO,MUDS1,411,2008,controlled drainage with subirrigation,corn,11099
MO,MUDS1,412,2008,controlled drainage with subirrigation,soy,3054
MO,MUDS1,415,2008,no drainage,corn,10784
MO,MUDS1,416,2008,no drainage,soy,1873
MO,MUDS1,101,2008,controlled drainage with subirrigation,soy,2047
MO,MUDS1,102,2008,controlled drainage with subirrigation,corn,10246
MO,MUDS1,103,2008,controlled drainage with subirrigation,soy,2712
MO,MUDS1,104,2008,controlled drainage with subirrigation,corn,11828
MO,MUDS1,107,2008,no drainage,soy,2959
MO,MUDS1,108,2008,no drainage,corn,9783
MO,MUDS1,111,2008,no drainage,soy,2418
MO,MUDS1,112,2008,no drainage,corn,11550
MO,MUDS1,113,2008,free drainage,soy,3146
MO,MUDS1,114,2008,free drainage,corn,11968
MO,MUDS1,115,2008,free drainage,soy,2990
MO,MUDS1,116,2008,free drainage,corn,11514
MO,MUDS1,203,2008,controlled drainage with subirrigation,corn,8905
MO,MUDS1,204,2008,controlled drainage with subirrigation,soy,2302
MO,MUDS1,205,2008,free drainage,soy,2721
MO,MUDS1,206,2008,free drainage,corn,11897
MO,MUDS1,207,2008,free drainage,corn,12366
MO,MUDS1,208,2008,free drainage,soy,3102
MO,MUDS1,209,2008,no drainage,soy,2979
MO,MUDS1,210,2008,no drainage,corn,11201
MO,MUDS1,211,2008,controlled drainage with subirrigation,soy,3037
MO,MUDS1,212,2008,controlled drainage with subirrigation,corn,12408
MO,MUDS1,215,2008,no drainage,corn,10147
MO,MUDS1,216,2008,no drainage,soy,3255
MO,MUDS1,301,2008,no drainage,soy,3030
MO,MUDS1,302,2008,no drainage,corn,11700
MO,MUDS1,303,2008,controlled drainage with subirrigation,corn,11981
MO,MUDS1,304,2008,controlled drainage with subirrigation,soy,1757
MO,MUDS1,307,2008,controlled drainage with subirrigation,corn,10950
MO,MUDS1,308,2008,controlled drainage with subirrigation,soy,2013
MO,MUDS1,309,2008,no drainage,soy,2720
MO,MUDS1,310,2008,no drainage,corn,11368
MO,MUDS1,311,2008,free drainage,soy,2849
MO,MUDS1,312,2008,free drainage,corn,11608
MO,MUDS1,315,2008,free drainage,corn,12860
MO,MUDS1,316,2008,free drainage,soy,2668
MO,MUDS1,403,2008,free drainage,corn,11693
MO,MUDS1,404,2008,free drainage,soy,3364
MO,MUDS1,405,2008,no drainage,corn,9422
MO,MUDS1,406,2008,no drainage,soy,2851
MO,MUDS1,407,2008,free drainage,soy,3037
MO,MUDS1,408,2008,free drainage,corn,11949
MO,MUDS1,409,2008,controlled drainage with subirrigation,corn,11368
MO,MUDS1,410,2008,controlled drainage with subirrigation,soy,2614
MO,MUDS1,411,2008,controlled drainage with subirrigation,corn,12171
MO,MUDS1,412,2008,controlled drainage with subirrigation,soy,2777
MO,MUDS1,415,2008,no drainage,corn,10658
MO,MUDS1,416,2008,no drainage,soy,2075
MO,MUDS1,101,2008,controlled drainage with subirrigation,soy,1419
MO,MUDS1,102,2008,controlled drainage with subirrigation,corn,11564
MO,MUDS1,103,2008,controlled drainage with subirrigation,soy,2394
MO,MUDS1,104,2008,controlled drainage with subirrigation,corn,11591
MO,MUDS1,107,2008,no drainage,soy,2401
MO,MUDS1,108,2008,no drainage,corn,9679
MO,MUDS1,111,2008,no drainage,soy,2340
MO,MUDS1,112,2008,no drainage,corn,9488
MO,MUDS1,113,2008,free drainage,soy,3065
MO,MUDS1,114,2008,free drainage,corn,11104
MO,MUDS1,115,2008,free drainage,soy,2699
MO,MUDS1,116,2008,free drainage,corn,11826
MO,MUDS1,203,2008,controlled drainage with subirrigation,corn,8072
MO,MUDS1,204,2008,controlled drainage with subirrigation,soy,2517
MO,MUDS1,205,2008,free drainage,soy,2638
MO,MUDS1,206,2008,free drainage,corn,12353
MO,MUDS1,207,2008,free drainage,corn,12634
MO,MUDS1,208,2008,free drainage,soy,2768
MO,MUDS1,209,2008,no drainage,soy,2633
MO,MUDS1,210,2008,no drainage,corn,11794
MO,MUDS1,211,2008,controlled drainage with subirrigation,soy,2660
MO,MUDS1,212,2008,controlled drainage with subirrigation,corn,11774
MO,MUDS1,215,2008,no drainage,corn,9824
MO,MUDS1,216,2008,no drainage,soy,3151
MO,MUDS1,301,2008,no drainage,soy,2875
MO,MUDS1,302,2008,no drainage,corn,11707
MO,MUDS1,303,2008,controlled drainage with subirrigation,corn,11510
MO,MUDS1,304,2008,controlled drainage with subirrigation,soy,2795
MO,MUDS1,307,2008,controlled drainage with subirrigation,corn,10657
